"","Name","Year","Gender","Count"
"81643","Joseph",1927,"F",166
"81648","Richard",1927,"F",161
"81817","David",1927,"F",60
"81954","Michael",1927,"F",29
"82409","Robert",1927,"M",61664
"82410","John",1927,"M",55948
"82411","James",1927,"M",53663
"82412","William",1927,"M",51472
"82413","Charles",1927,"M",31934
"82414","Richard",1927,"M",26764
"82417","Joseph",1927,"M",23499
"82429","David",1927,"M",9430
"82460","Michael",1927,"M",3606
"82756","Mary",1927,"M",282
"83628","Mary",1928,"F",66866
"83942","Robert",1928,"F",435
"83946","James",1928,"F",427
"83947","John",1928,"F",425
"83995","William",1928,"F",349
"84038","Charles",1928,"F",271
"84095","Richard",1928,"F",201
"84120","Joseph",1928,"F",182
"84289","David",1928,"F",68
"84422","Michael",1928,"F",33
"84888","Robert",1928,"M",60680
"84889","John",1928,"M",53747
"84890","James",1928,"M",52750
"84891","William",1928,"M",49102
"84892","Charles",1928,"M",31242
"84893","Richard",1928,"M",28790
"84896","Joseph",1928,"M",22318
"84906","David",1928,"M",9997
"84940","Michael",1928,"M",3595
"85216","Mary",1928,"M",294
"86099","Mary",1929,"F",63508
"86412","Robert",1929,"F",440
"86419","John",1929,"F",410
"86423","James",1929,"F",397
"86459","William",1929,"F",337
"86506","Charles",1929,"F",261
"86558","Richard",1929,"F",200
"86610","Joseph",1929,"F",157
"86747","David",1929,"F",73
"86884","Michael",1929,"F",33
"87372","Robert",1929,"M",59802
"87373","James",1929,"M",52116
"87374","John",1929,"M",52102
"87375","William",1929,"M",47798
"87376","Charles",1929,"M",29926
"87377","Richard",1929,"M",29571
"87380","Joseph",1929,"M",21154
"87388","David",1929,"M",11293
"87425","Michael",1929,"M",3463
"87677","Mary",1929,"M",327
"88585","Mary",1930,"F",64134
"88905","Robert",1930,"F",425
"88907","James",1930,"F",418
"88912","John",1930,"F",402
"88983","William",1930,"F",289
"89017","Charles",1930,"F",236
"89090","Richard",1930,"F",163
"89112","Joseph",1930,"F",143
"89206","David",1930,"F",86
"89357","Michael",1930,"F",36
"89850","Robert",1930,"M",62143
"89851","James",1930,"M",53933
"89852","John",1930,"M",52431
"89853","William",1930,"M",47257
"89854","Richard",1930,"M",32173
"89855","Charles",1930,"M",31854
"89858","Joseph",1930,"M",20977
"89864","David",1930,"M",12277
"89903","Michael",1930,"M",3541
"90157","Mary",1930,"M",340
"91076","Mary",1931,"F",60293
"91419","James",1931,"F",346
"91420","Robert",1931,"F",343
"91431","John",1931,"F",325
"91493","William",1931,"F",238
"91513","Charles",1931,"F",213
"91587","Richard",1931,"F",151
"91635","Joseph",1931,"F",112
"91760","David",1931,"F",56
"91920","Michael",1931,"F",24
"92331","Robert",1931,"M",60497
"92332","James",1931,"M",51199
"92333","John",1931,"M",48401
"92334","William",1931,"M",43262
"92335","Richard",1931,"M",31811
"92336","Charles",1931,"M",29915
"92339","Joseph",1931,"M",19322
"92343","David",1931,"M",11776
"92385","Michael",1931,"M",3491
"92636","Mary",1931,"M",326
"93525","Mary",1932,"F",59871
"93877","Robert",1932,"F",326
"93880","James",1932,"F",320
"93898","John",1932,"F",298
"93952","William",1932,"F",235
"93989","Charles",1932,"F",197
"94048","Richard",1932,"F",138
"94103","Joseph",1932,"F",104
"94219","David",1932,"F",56
"94410","Michael",1932,"F",20
"94782","Robert",1932,"M",59248
"94783","James",1932,"M",51922
"94784","John",1932,"M",48596
"94785","William",1932,"M",42108
"94786","Richard",1932,"M",31790
"94787","Charles",1932,"M",31088
"94790","Joseph",1932,"M",18556
"94793","David",1932,"M",12135
"94835","Michael",1932,"M",3609
"95086","Mary",1932,"M",330
"95998","Mary",1933,"F",55493
"96364","James",1933,"F",299
"96387","Robert",1933,"F",273
"96425","John",1933,"F",226
"96442","Charles",1933,"F",209
"96463","William",1933,"F",195
"96528","Richard",1933,"F",126
"96582","Joseph",1933,"F",100
"96660","David",1933,"F",63
"96824","Michael",1933,"F",26
"97255","Robert",1933,"M",54205
"97256","James",1933,"M",51099
"97257","John",1933,"M",46220
"97258","William",1933,"M",39031
"97259","Richard",1933,"M",31329
"97260","Charles",1933,"M",28982
"97263","Joseph",1933,"M",17155
"97267","David",1933,"M",12020
"97307","Michael",1933,"M",3544
"97554","Mary",1933,"M",316
"98454","Mary",1934,"F",56918
"98850","Robert",1934,"F",266
"98855","James",1934,"F",262
"98860","John",1934,"F",257
"98932","William",1934,"F",175
"98939","Charles",1934,"F",168
"98984","Richard",1934,"F",129
"99066","Joseph",1934,"F",87
"99098","David",1934,"F",75
"99343","Michael",1934,"F",20
"99692","Robert",1934,"M",55826
"99693","James",1934,"M",54236
"99694","John",1934,"M",46736
"99695","William",1934,"M",40157
"99696","Richard",1934,"M",33152
"99698","Charles",1934,"M",29788
"99701","Joseph",1934,"M",17101
"99703","David",1934,"M",13998
"99738","Michael",1934,"M",4107
"100004","Mary",1934,"M",303
"100905","Mary",1935,"F",55067
"101324","James",1935,"F",238
"101328","Robert",1935,"F",231
"101351","John",1935,"F",208
"101392","William",1935,"F",163
"101411","Charles",1935,"F",149
"101439","Richard",1935,"F",128
"101551","Joseph",1935,"F",76
"101600","David",1935,"F",60
"101709","Michael",1935,"F",32
"102150","Robert",1935,"M",56514
"102151","James",1935,"M",54986
"102152","John",1935,"M",47492
"102153","William",1935,"M",40201
